,,,,1991,1881,1766,1541,1513,1501,1451,1317,1236,1226,1285,1433,1534,1597,1625
,,,,2722,2441,2226,2017,1893,1845,1815,1724,1657,1679,1800,1945,2060,2458,2637
,,,,3949,3461,3145,2989,3002,2866,3121,3198,3281,3481,3765,3935,3972,4139,4298
,,,,5286,5110,5004,4597,4182,3576,3358,3089,2982,2940,3073,3071,2992,3131,3143
,,,,3640,3478,3364,3202,3007,2765,2681,2553,2439,2455,2517,2618,2605,2770,2783
,,,,3345,3151,2946,2734,2589,2409,2405,2307,2233,2201,2255,2328,2303,2335,2272
,,,,3381,3209,3011,2736,2534,2345,2264,2164,2195,2264,2431,2421,2313,2506,2493
,,,,3647,3503,3377,3193,3142,2433,2389,2348,2371,2380,2462,2422,2307,2632,2559
,,,,2289,2257,2216,1870,1843,1835,1767,1700,1711,1701,1789,1860,1928,2000,2107
,,,,3650,3337,3016,2683,2494,2345,2333,2346,2444,2609,2812,3012,3151,3113,3178
,,,,3656,3452,3226,2838,2733,2707,2727,2686,2714,2788,2854,2853,2797,2572,2589
,,,,5072,4854,4551,4195,3570,3335,3191,3125,3161,3263,3344,3460,3518,3765,3742
,,,,4225,3927,3517,3134,3012,2957,2983,2978,3008,3138,3291,3462,3656,3668,3739
,,,,3996,4302,4514,4504,4334,3895,3870,3884,3948,4160,4478,4735,4724,4789,4613
,,,,3563,3630,3681,3600,3405,3283,3234,3175,3208,3311,3455,3592,3701,3818,3907
,,,,5173,5030,4948,4976,4834,4094,4242,4290,4386,4502,4727,4877,4898,4820,4989
,,,,4598,4147,3813,3563,2740,2567,2373,2348,2418,2527,2690,2795,2882,3085,3140
,,,,3374,3360,3355,3293,3201,3228,3298,3301,3318,3366,3505,3598,3642,3874,3983
,,,,5269,5277,5189,4588,4212,3821,3540,3313,3206,3238,3335,3429,3519,3400,3576
,,,,4445,4289,4127,4356,4233,4167,4134,4129,4144,4206,4353,4476,4546,4580,4689
,,,,5489,5221,4879,4516,4157,3910,3768,3642,3554,3635,3810,3951,4036,3876,3973
,,,,4796,4678,4483,4125,3725,3455,3298,3211,3202,3249,3400,3597,3680,3528,3386
,,,,4461,4380,4207,4060,3779,3365,3187,3027,2984,3015,3154,3282,3341,3343,3315
,,,,5504,5602,5654,6146,6057,6036,5906,5643,5358,5147,5051,4980,4915,4665,4929
,,,,4457,4505,4551,4460,4220,4023,4050,4018,3950,3925,3877,3821,3754,3886,3973
,,,,4927,4989,4792,4531,4295,4095,3983,3696,3712,3763,3840,4064,4072,3964,4114
,,,,5181,4792,4356,4013,3515,3202,2968,2837,2771,2753,2830,2908,3014,3046,3216
,,,,5427,5369,5252,5021,4603,4018,3760,3509,3370,3280,3313,3344,3302,3538,3629
,,,,3754,3879,3938,3968,3674,3632,3669,3656,3536,3471,3726,3736,3693,3747,3843
,,,,4868,4856,4919,4734,4579,4401,4254,4144,4112,4136,4259,4343,4210,3980,3920
,,,,5083,4823,4648,4469,4270,4113,4025,3949,3792,3761,3781,3929,4124,4312,4550
