,,,,1.61,1.54,1.46,1.33,1.22,1.19,1.17,1.12,1.05,0.98,0.95,0.93,0.89,0.86,0.84
,,,,1.20,1.20,1.15,1.07,1.04,0.98,0.95,0.91,0.88,0.84,0.81,0.80,0.75,0.74,0.71
,,,,7.03,6.81,6.75,6.44,5.99,5.78,5.75,5.69,5.77,5.88,5.92,6.07,6.29,6.53,6.81
,,,,3.25,3.32,3.29,3.43,3.37,3.35,3.28,3.29,3.26,3.19,2.94,2.92,2.95,3.03,3.13
,,,,2.12,2.14,2.06,2.10,2.11,2.01,1.98,1.90,1.84,1.85,1.82,1.82,1.79,1.76,1.79
,,,,3.48,3.43,3.27,3.21,3.13,2.95,2.87,2.82,2.79,2.75,2.65,2.56,2.52,2.54,2.54
,,,,2.83,2.82,2.84,2.70,2.64,2.52,2.40,2.16,1.94,1.77,1.76,1.83,1.77,1.75,1.76
,,,,2.62,2.72,2.60,2.54,2.52,2.38,2.33,1.98,1.96,1.93,1.85,1.71,1.68,1.65,1.56
,,,,1.48,1.45,1.41,1.38,1.31,1.37,1.34,1.30,1.26,1.23,1.19,1.17,1.14,1.17,1.11
,,,,6.00,5.87,5.77,5.61,5.51,5.45,5.30,5.12,4.97,5.03,5.01,5.06,5.06,5.28,5.33
,,,,3.88,3.78,3.75,3.79,3.87,3.89,3.88,3.86,3.84,3.83,3.86,3.98,4.05,4.15,4.22
,,,,3.46,3.48,3.41,4.19,4.26,4.13,3.93,3.66,3.44,3.32,3.23,3.28,3.38,3.51,3.58
,,,,2.40,2.37,2.37,2.27,2.23,2.16,2.14,2.12,2.06,1.98,1.96,1.99,2.01,2.10,2.20
,,,,3.05,2.97,2.77,2.65,2.44,2.25,2.01,1.92,1.73,1.72,1.78,1.97,2.09,2.34,2.59
,,,,8.43,8.13,7.88,7.42,7.14,6.68,6.45,6.23,6.06,6.04,5.93,5.82,5.88,6.00,6.29
,,,,7.91,8.27,8.32,7.90,7.64,6.94,6.77,6.71,6.42,6.27,6.00,5.90,5.62,5.75,6.00
,,,,4.48,4.22,4.10,3.70,3.34,3.06,2.98,2.75,2.77,2.66,2.59,2.60,2.60,2.70,2.79
,,,,4.55,4.45,4.18,4.01,3.84,3.33,3.33,3.41,3.33,3.44,3.67,3.91,4.05,4.36,4.57
,,,,5.36,5.62,5.88,6.06,6.08,5.89,5.81,5.78,5.75,5.81,5.68,5.63,5.59,5.72,5.76
,,,,3.36,3.26,3.12,3.04,3.04,2.82,2.82,2.76,2.79,2.81,2.74,2.70,2.69,2.77,2.89
,,,,0.51,0.57,0.58,0.65,0.68,0.72,0.71,0.68,0.63,0.64,0.63,0.60,0.57,0.51,0.51
,,,,1.98,1.81,1.92,1.83,1.80,1.86,1.90,1.87,1.81,1.82,1.80,1.82,1.86,1.97,2.00
,,,,5.07,5.12,5.04,5.47,5.36,5.27,5.24,5.05,4.89,4.88,4.83,4.71,4.73,5.00,5.13
,,,,1.47,1.54,1.58,1.57,1.65,1.82,2.03,2.18,2.18,2.18,2.10,2.10,2.00,2.06,2.13
,,,,2.62,2.71,2.76,2.79,2.78,2.70,2.73,2.68,2.67,2.63,2.49,2.39,2.49,2.43,2.38
,,,,0.07,0.08,0.07,0.07,0.07,0.08,0.11,0.13,0.14,0.16,0.19,0.19,0.27,0.26,0.26
,,,,3.06,3.11,3.16,3.00,2.81,2.64,2.50,2.20,2.12,1.87,1.86,1.89,1.97,2.10,2.24
,,,,1.95,1.97,2.02,2.13,2.09,2.08,2.02,1.92,1.86,1.67,1.69,1.62,1.58,1.58,1.63
,,,,0.31,0.31,0.32,0.32,0.32,0.32,0.30,0.29,0.31,0.30,0.29,0.29,0.28,0.28,0.28
,,,,0.32,0.33,0.34,0.34,0.35,0.35,0.32,0.33,0.35,0.35,0.36,0.37,0.37,0.40,0.43
,,,,1.47,1.53,1.50,1.49,1.47,1.41,1.35,1.32,1.26,1.28,1.37,1.53,1.45,1.46,1.44
