,,,,1388,1462,1578,1587,1643,1685,1726,1831,1921,2050,2076,2171,2441,2589,2623
,,,,1730,1756,1774,1740,1687,1651,1629,1665,1724,1674,1689,1768,1912,2278,2327
,,,,2004,2165,2389,2550,2710,2922,2957,3138,3153,3179,3194,3164,3231,3310,3128
,,,,1775,1885,2072,2296,2546,2635,2667,2694,2705,2791,2668,2681,2676,2893,2864
,,,,1276,1401,1572,1813,1983,2070,2238,2369,2419,2540,2439,2395,2405,2514,2531
,,,,1724,1806,1932,1970,1961,1951,1991,2074,2083,2179,2091,2099,1976,2049,1935
,,,,1169,1192,1252,1676,1574,1607,1679,1685,1683,1666,1543,1522,1510,1749,1685
,,,,1144,1110,1285,1465,1510,1410,1397,1389,1385,1472,1378,1351,1280,1541,1480
,,,,1769,1874,2084,1929,2047,2105,2082,2209,2304,2367,2363,2357,2354,2251,2146
,,,,2330,2517,2663,2764,2791,2927,2948,3150,3225,3257,3183,3154,3148,2979,2788
,,,,3149,3263,3534,3436,3453,3412,3379,3452,3463,3503,3419,3377,3394,3105,3016
,,,,1431,1529,1644,1961,2645,2805,2868,3052,3136,3242,3313,3343,3406,3506,3342
,,,,2772,2989,3216,3572,3763,3823,3859,3974,4079,4272,4306,4303,4276,4020,3743
,,,,2117,2553,2787,3261,3389,3471,3524,3660,3483,3505,3490,3567,3644,3581,3340
,,,,1870,1921,2317,2524,2613,2710,2700,2776,2795,2787,3074,3365,3782,3830,3822
,,,,1758,1820,2073,3001,3406,3689,3922,4169,4311,4458,4582,4486,4415,4018,3759
,,,,1303,1456,1955,2313,2354,2550,2653,2795,2904,2991,2949,3005,3010,3108,2969
,,,,1667,1893,2215,2492,2675,2880,3037,3215,3316,3357,3283,3299,3345,3452,3262
,,,,2459,2614,2876,2948,3148,3347,3564,3751,3887,4013,4021,4094,4168,3964,3927
,,,,2247,2343,2441,3129,3572,3881,4182,4352,4371,4423,4499,4401,4569,4533,4308
,,,,1610,1674,2102,2410,3073,3368,3506,3545,3815,3973,4040,4017,4215,3871,3739
,,,,2039,2227,2479,2921,3058,3033,3012,3061,3091,3145,3132,3167,3226,3101,2993
,,,,1966,2098,2306,2623,2724,2866,2970,3049,3161,3177,3142,3170,3167,3127,3034
,,,,1962,1970,2025,2523,2832,3093,3423,3719,4097,4316,4328,4292,4384,4291,4304
,,,,1984,2029,2159,2360,2424,2555,2658,2745,2773,2922,2981,3103,3443,3748,3856
,,,,516,560,807,1386,2028,2383,2600,2766,2987,3213,3660,4118,4300,4274,4258
,,,,1470,1525,1868,2752,3139,3387,3527,3701,3774,3804,3685,3596,3647,3473,3352
,,,,1291,1365,1470,1688,1873,2133,2402,2706,3431,3562,3596,3537,3620,3879,3804
,,,,1708,1830,2009,2380,2699,2909,3028,3160,3398,3495,3590,3564,3735,3845,3700
,,,,1857,2022,2205,2353,2506,2613,2765,2914,3087,3415,3542,3602,3687,3626,3528
,,,,1887,2302,2682,2980,3143,3220,3322,3526,3896,6035,6371,6110,5267,4305,3377
