1504,1403,1310,1235,1202,1160,1104,1090,1081,1093,1040,996,984,984,970,941,934,837,719
1099,1062,1023,1003,993,983,956,874,843,838,842,849,857,857,879,877,885,895,884
22953,20883,19162,17340,16205,14447,13563,13274,12898,12538,12529,12126,11944,11697,11545,11604,11625,11604,11460
28254,24339,21647,19527,17167,14722,12776,10936,10042,8946,6885,6403,6043,5646,5445,5312,5153,4668,4208
6874,5850,4884,4177,3605,3139,2767,2613,2443,2308,2174,1853,1730,1658,1655,1662,1652,1661,1651
10281,9311,8434,7670,6987,6037,5523,5118,4779,4631,4429,4234,3954,3634,3280,2976,2827,2601,2455
7781,7393,7010,6736,6450,6184,5837,5600,5186,5103,4806,4493,4281,4153,3871,3740,3464,3199,2483
10791,9995,9288,8738,8142,7202,6490,5620,4834,3261,3115,2802,1979,1537,1469,1431,1407,1380,1350
658,650,626,615,672,751,766,764,761,759,757,764,753,741,721,698,684,680,671
6723,6261,5940,5668,5233,5013,4498,4325,4128,4020,4023,4068,4036,4075,4103,4151,4144,4116,4088
6747,6101,5471,4813,4417,4147,3989,3818,3698,3400,3344,3303,3269,3286,3301,3310,3308,3257,3204
21295,20142,18204,17240,16116,14974,13997,13343,12547,11507,10547,9119,8284,8108,7908,7792,7464,6964,6509
11614,10560,9867,9388,8566,7849,6974,5947,5414,5228,5167,5141,5188,5190,5189,5160,5129,5077,5001
15257,14727,14244,13178,12890,13021,12772,11633,11173,10650,9764,9465,8329,7760,7578,7330,7199,6753,6324
16943,15871,14611,14064,13503,12858,12405,12047,11573,11151,10770,10404,10027,9738,9674,9646,9619,9458,9063
34164,33026,31410,30677,30214,29420,28603,27793,27452,26086,25578,24673,22822,20372,18622,18117,17687,17500,16925
14085,12631,11422,10210,9302,8544,7749,7415,6614,5746,5513,5398,5383,5378,5396,5405,5386,5322,5244
19615,17108,15859,14677,13929,13263,12692,10824,10165,9270,8560,8412,8272,7757,7335,7245,7245,7132,6835
21944,21228,20512,19891,19271,18506,16806,15148,13396,11824,10731,10126,10178,10258,10308,10565,10600,10599,10614
15759,15500,15152,14873,14590,14290,13942,13789,13535,13499,12946,11849,10173,8454,8054,8036,8000,7950,7948
3192,3106,3050,2915,2741,2520,2313,2210,2036,1739,1619,1556,1509,1388,1377,1376,1379,1374,1358
10409,9558,8754,7990,7575,7096,5544,5248,4810,4728,4586,4170,2979,2954,2893,2860,2754,2717,2637
21935,19305,17372,15834,13993,12437,9282,8847,8586,7257,6959,6487,5981,5721,5730,5725,5679,5443,5213
14257,14258,14076,13645,13107,12862,12422,12008,11529,10632,9275,8520,7818,7113,6951,6943,6855,6709,6470
19752,18747,18127,17163,16573,15826,14059,13320,13020,12845,12608,12413,11673,11186,10900,10789,10688,10533,10349
886,890,880,884,885,884,872,860,857,841,829,826,805,806,809,821,827,832,825
22988,20711,18590,16316,14185,11583,9710,8867,7994,7356,6574,5851,5507,4752,4714,4640,4610,4559,4407
15347,14963,14685,14002,13424,12637,11582,10907,10336,9640,8979,8052,6924,6172,5785,5444,5252,4951,4782
2995,2898,2841,2727,2556,2047,1792,1533,1425,1250,1114,978,889,758,731,724,733,729,729
2630,2527,2373,2276,2202,2131,2027,1942,1896,1850,1763,1693,1536,1353,1250,1188,1149,1129,1101
5451,5209,4815,4589,4159,3651,3598,3536,3534,3533,3551,3501,3526,3523,3368,3640,3641,3650,3610
